Review Text,Review,Recommends,Review Length,Review Type
"Yummy food, the service satisfied me. I loved it....",5,,52,Positive
Nice place in lalbagh ... Love da foods,5,,39,Positive
Food tastes good and fresh. Good service. Ambience is also good.,,TRUE,64,Positive
"Great food, cosy atmosphere, healthy food, great for friends and family gathering...",,TRUE,84,Positive
good food! waiters are very well behaved!,,TRUE,41,Positive
Good food nice ambience friendly staff ...,,TRUE,42,Positive
"Good one from you guys. Went there with colleagues. Food was great, and hospitality from you guys was amazing. A big shout out to Md sheikh sadi and Mr. Pear for your hospitality and all. Hope to visit you guys again soon. Keep up the great work...",,TRUE,248,Positive
Food was quite good not that bad but it didn’t reached my expectations except their iced coffee latte had the worst bitter taste ever... I’ll be neutral with the services provided!!,3,,185,Positive
Good ambiance & love their food.,,TRUE,32,Positive
That jamaican grill chicken was kinda okay and specially that hot wing was spicy which i liked among all of the items but the rice wasn't way too good :3 5/10 on that rice xD -_- overall it was good and yeah nice place,4,,218,Positive
"Nice hangout place, worth paying a visit.",,TRUE,41,Positive
extraordinary food quality.....,,TRUE,31,Positive
"Good food. Excellent personalized service by Mr. Pear Ahmed, Assistant Restaurant Manager. Keep up the great food and service!",5,,126,Positive
The Jamaican grill chicken one is celestial. Love that one. Always go back to BB.Q for that. I find it to be a bit pricy but it's worth it.,5,,139,Positive
affordable and the food tastes good too,,TRUE,39,Positive
love their food and ambiance,,TRUE,28,Positive
"Foods is average,Seating capacity is very close & congested,not maintain standard privacy & comfortableness.Employees with supervisor activities with behaves not attractive or standard in posh place in Gulshan 2. Hope they overcome all lack of service & food tastes , need price reasonable with excellent service. Thank u,Place :Cafe bbq Bangladesh gulshan 2Food :7/10,Drinks :4/10,Service : 4/10,Seating Space: 3/10,",3,,417,Positive
Nice movement First Last Love,,TRUE,29,Positive
"Great decoration, good service but when it comes to food it could be a lot better. Took the Jamaican chicken. It was a little too sweet for me. I took rice as a side and it was burned. When confronted they replied that it was supposed to have a smoky flavor!!!! I don't know what they meant!!! Anyways the chicken was well cooked, the Mocha according to my friend was also good. Rice was regular vegetable fried rice, nothing special. I have had better fried rice at street carts.... Seemed pretty expensive compared to the quality of food they serve. Good place to hangout with friends and family though. Cheers!!! ***Went their a week or two ago.",3,,648,Positive
saran das CON baock I love yes ok baock good God look 9748176844,,TRUE,64,Positive
excellent it was... we had our friends gettogether party here... food portion was enough service was vry friendly,5,,113,Positive
"Good environment. I liked it. Nice interior and comfortable seats. Liked it. Staffs are well manured. Liked it. bbq chickens were tasty. Liked it. Fried rice was melted like I am eating potato smash. Was disturbing. There was no water in wash room. Oh my God! In a diplomatic zone, what is it?! Disaster! I asked for wifo connection several times but no one could connect it to my phone saying that there is a problem. Aah. Okay, no complaints. It's okay.",3,,455,Positive
best chicken in town... must try if you love juicy chicken.,5,,59,Positive
Fantastic food . Must try the Korean platter. Best wishes to them,5,,65,Positive
"I like the play zone for my little one, I wish their food quality (taste) and quantity should be improved",4,,105,Positive
The ongoing buy 1 get one free is a very good offer. This place serves up to the standard Korean style chicken items along with some more good stuff. Highly recommend for chicken lovers.,5,,186,Positive
Love this place .Very nice environment and people.They got some of my favorites so this is my most recommended restaurant...,5,,124,Positive
Only one problem . quantity is not sufficient .,3,,47,Positive
Review! Service 100 % (waiter sumit) Food 95 % Excellent experience @bbq.bangladesh Gulshan 2.,5,,94,Positive
"There food is good, I especially liked the fried rice alot.",4,,59,Positive
Great service! Great food!,5,,26,Positive
"aj k bbq dhanmondi te giyesilam,jamaican whole chicken order kore waiter k bolesilam jate well cooked kore dei, but na... ta koreni,breast er part gula well cooked silona!then half takeaway kore niye ashsi..!! tast:5/10",3,,219,Positive
Food quality ager theke onek baje... Service thik asche.. I think food quality next time valo hobe #bbq_gulshan,5,,111,Positive
it was good..but tooo spicy for me....,4,,38,Positive
Good Food � & Great Service. Been coming here for years & the best thing is that they are consistent in their food quality & service :),5,,137,Positive
They serve the best chicken in town! Happy with the service and the food,5,,72,Positive
দাম �কট� বেশি.. খাবার অনেক জোশ! স�টাফদের ব�যবহার বেশ ভাল। আবারও খাওয়ার ইচ�ছে আছে।,4,,206,Positive
"Amazing ambience, loved the smoking zone. Food was also amazing served in due time.",5,,83,Positive
Best service,5,,12,Positive
price is too much,3,,17,Positive
Food so good and place meant And restaurant andvierment,4,,55,Positive
Warm Wishes for your good hospitality but price is high....,3,,59,Positive
"i have visited twice i liked the place for service, decoration, food. price is little expensive. need another branch in mirpur area.",4,,132,Positive
Quality food � awesome � environment best service,5,,53,Positive
I loved it,5,,10,Positive
nice,5,,4,Positive
Awesome :D,5,,10,Positive
"impressive service and food quality,Keep growing with quality.",5,,62,Positive
"Chicken tastes great, so delicious, love their chicken items",5,,60,Positive
Excellent food 🥘 😊 very good customer service 😊,5,,56,Positive
�,5,,3,Positive
Loved the food !!............................................,5,,61,Positive
Buy 1 get 1 free is a good offer as per food quality and taste...,4,,65,Positive
"Well for lunch they have a round big bun type bread where in the middle there are empty space which is filled with thick soup nd they also give 4 small bread piece. Enough nd healthy food for quick lunch nd u can drained it with a juice or drink. For dinner, of course the Jamacian chicken is good but they should take care they do not serve cold steam rice which they did last time when I was there and even after my complaint they didn't changed it.",3,,451,Positive
"Food is good, nothing exceptional. But the PRICE IS UNBEARABLE. Its not even an INTERNATIONAL FRANCHISE for gods sake! It's more costly than WESTIN and RADDISON in some cases",3,,174,Positive
The food seems to me quite okay and kids love also.,3,,51,Positive
food quantity less but price is very high. food is not international standard.Location is good.,3,,95,Positive
"I had been there a few times .. May be its my taste buds, anyways I really enjoyed the Jamaican Grill, Veg Fried Rice, Green Apple Juice .. Excellent food comes with very friendly service .. Two thumbs up ..",5,,207,Positive
Food is the best standard in bangladesh. Atmostfare is very polished. Service is excellent.,5,,91,Positive
"The BOGO offer on wings is great. We had three flavors, all of which were good! Keep it up. :)",4,,94,Positive
Very good interior decoration. good staff and services. Foods have different taste: Jamaican BBQ is really tasty though the Original BBQ is ok. Cream of mushroom is served in a round shaped bread; very tasty and has different looks. All other food are also well garnished and good in taste. Price is high. Front of the restaurant looks like a garage.,4,,350,Positive
Simply it was really Good day With Good Food ....�������,4,,70,Positive
Food very nice. They must concentrate more on their service during bit rush hours in areas like: 1. Serving glass when guests come. I had to call the waiter many times for water glasses. Upon calling they did their job. 2. Green salad portion can be increased a bit in quatity as per price.... 3. For a birthday celebration as booked earlier they should have arranged a small cake. All in all its good. Above points are just some personal comments.,4,,448,Positive
"Good food, not so good management! They need to train their employees.",3,,70,Positive
Xoss place � Good atmosphere � I personally liked it �,5,,60,Positive
Amazing foods Fantastic interior Well behaved waiters Thumbs up,5,,63,Positive
"one of the best bbq, grills in town...love their their sehri / iftar meals... their food seem fresh... although I'd like to see a lil improvement on their mashed potatoe. it's a bit on the runny side... it's taste more like porridge than mashed potatoe, which should be a bit thick and dense... other than that, its worth it. i love their Jamaican and korean bbq meals �",4,,372,Positive
Due to too much of pressure for the Iftar maybe the quality wasn't up to the mark at all. Prome fritte was too bad. Otherwise it was always pleasant to go BBQ.,3,,159,Positive
I been there more times.. always satisfied with there services.. have a small place for Children play ..that is very supportive for little Child.,5,,145,Positive
Well that was something,5,,23,Positive
The food was good had an amazing experience :) would definitely recommend.,4,,74,Positive
The iftar platter quantity wise wasnt up the standard of what you would find in the advertisments.,3,,98,Positive
"Actually i don't usually write reviews because i am a serious critic and my level of criticism is way too high. But honestly i like your restaurant more than anything. Your Korean bbq, Jamaican bbq are amazing. Wherever i go, office, friends house, no matter i physically go to restaurant or not i order these food through foodpanda or my driver. I reside in uttara and i hope one day they will open branch here. 10/10 food quality.",5,,432,Positive
Its my favourite place.��� Best!!!! Nothing can beat their mashed potato�,5,,81,Positive
খাবার ভালোই ছিলো কিন�ত� কিছ�টা ঠান�ডা হয়ে গিয়েছিল �বং পরিমাণে কম ছিল।,3,,180,Positive
"The place has upgraded the entry, security system. Have parking lot. Well spaced. A bit pricey, but perfect for quiet dinners. The food takes a little more time to serve. But the food is decent They greet their guests while entering, which i have to mention, which is nice.",3,,273,Positive
"Package food on Pohela Boishak was really nice and delicious if I say personally. But the price of this package was not reasonable for all. Suggest that to increase the unit sales, price is to be reduced. Thanks",3,,211,Positive
provide delicious food and amazing items. Really good.,5,,54,Positive
For Jamaican Chicken I will visit there time and time :) #best_in_town,5,,70,Positive
Great foods and environment. I love this place very much.,5,,57,Positive
This is very good Place for family hangout.specially the play ground.and about food..It's really awesome &tasty.,4,,112,Positive
"The food was really good.We ordered a lot of food.And enjoyed almost all the items.My favorite was the mushroom soup. The Korean Charbroil Chicken had a better taste than the well-known Jamaican Grill.It had a smokey,tender and juicy flavor which is an absolute treat to your taste buds.Perfectly hot and spicy.Had a great time with my family!",4,,343,Positive
I've never had this franchise outside of Bangladesh. The food is good.I've been a few times and generally order the Jamaican Grill Chicken which is right and Mushroom soup to start. The ambience and decor is nice with dedicated areas for children's play and smokers balcony,4,,273,Positive
The taste of food and the environment is awesome. Would love to be there again.,5,,79,Positive
One of the best restaurant in the city . ... that all i can say .,5,,65,Positive
Jamaican bbq were too awesome.... nice environment... thank goes to bbq,5,,71,Positive
Tasted the pane mushroom soup and the korean charbroiled chicken and they were a new experience for me.........as a foodie i look forward to go there again.,4,,156,Positive
Nice place with delicious food . :),5,,35,Positive
everything we took tasted good.4 star for the price which is a bit high.,4,,72,Positive
Well it is indeed one of my favourite restaurants in Dhaka because of the super tasty chicken and mushroom cream soup. But if I mention about the valentine platter particularly it was not really up to the mark! As it it suppose to be for two people but the rice given is not really enough for two people. Then there's this unnecessary � shaped sandwich! But yes if you talk about the chickens & the pricing comparing to other chicken platters then it was good to go!,4,,468,Positive
Overall good place with quality food...we'll go again��,5,,59,Positive
"good food, warm. Waiters needs to be more trained. The rest room should be clean.",3,,81,Positive
"I've been to bbq in gulshan 2 numerous times and on each occasion I've been thoroughly pleased. The atmosphere is nice, waiters friendly, tables clean and food delicious. Without going into too much detail, 2 dishes can universally be recommended here, the pane mushroom soup and the korean charbroiled chicken. Whether you've been to bbq already or it would be your first time, you won't be disappointed with those 2 items.",5,,424,Positive
Tastes up to the mark. Ambience at its best. Kids friendly.,5,,59,Positive
The jamaican grilled platter is really good.,5,,44,Positive
The food is great!,5,,18,Positive
"bb.q is easily one of the restaurants in the top bracket of Dhaka due to its unparalleled taste, service and the ambience it provides for its customers. Definitely one of my top most go to places to grab a heart quenching meal.",5,,227,Positive
"The jamaican grilled platter-do is amazing. The chicken is so juicy and the sides are so fresh. Bbq is definitely one of the best restaurants in Dhaka, undoubtedly. And if you dont like it, you probably eat trash. Lol I keep coming back again and again! The staff is super hospitable as well.",5,,292,Positive
Great place for a meal. Really liked the Korean charboiled chicken and the Paris wings. The service was pretty great as well.,5,,125,Positive
"Lol � love, reading the reviews here, like life stories. The food was great �.",5,,82,Positive
The food is sooooo awesomeeee. Every time I went to this bbq only for the best cooked bbq special chicken.,5,,106,Positive
Set menu was great But the drinks were horrible,4,,47,Positive
"..................... BPL 2016 Grand Final ..................... ................................... at ....................................... ...................... Friday, 9th December ..................... ........................... 01822-684 250 .......................... ***************************************************************... 1# Southern Stand =main price 600tk =asking price 800tk . 2# Shahid Mushtaque =main price 1000tk =asking price 1500tk . 3# VIP Grand Stand =main price 5000tk =asking price 5500tk . 4# Hospitality Box =main price 12000tk =asking price 15000tk . """""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" N.B : few tickets are available.......!! . hotline : 01822-684 250",5,,731,Positive
I just love your food :D Keep it up !!! Your korean charbroiled is excellent,5,,76,Positive
Just loved d quality food...... BBQ & combination pizza were amazing....���..... with my favourite raspberry smoothie ������,5,,142,Positive
"Very tasty food, clean and decent. I love this place.",4,,53,Positive
Love ur...Pizzas...........especially Korean charbroiled pizza,5,,62,Positive
One of my favorite place for having lunch and their value meals are great !! ��,5,,83,Positive
"In one word just ""AWESOME""",5,,26,Positive
First of all foods are very delicious and also nice location. But I don't understand why they charged too much.,5,,111,Positive
"I really like their food especially Jamaican chicken, korean charboiled chicken and pane mushroom soup. I go there atleast once a week. I recently went to the Dhanmondi branch and it was quite a let down compared to Gushan 2 branch. The soup wasn't creamy enough, the music was pretty loud etc etc. I much prefer the Gushan branch and I guess the chef here is the actual chef whose food made me fall in love with bbq!",4,,417,Positive
love this place from service to food everything was so perfect.....,5,,67,Positive
"Love bbw bangladesh's food. Good portions, great taste. Satisfied!",4,,66,Positive
pizza wass gud bt sft drinks price wass to muchh highhh >_<,3,,59,Positive
"The food is amazing, loved the sitting arrangements & it has got the best mocha ��",5,,86,Positive
Good environment with good food. I m loving it. Go ahead,5,,56,Positive
"Good food, friendly service -- what more to expect!",4,,51,Positive
Good food and service..the employees were gentle as well...will love to visit more...,4,,85,Positive
The food is good.I loved Korean chicken.I will definitely suggest my friends to come here. :-),4,,94,Positive
really yummy foods with impressive service........,5,,50,Positive
"Nice place,food was tasty <3 the food nd place I will tell everybody to go there :)",5,,83,Positive
"Great service, very good food & atmosphere, bit pricey.",4,,55,Positive
Food was okay but a bit overpriced though. Service was good apart from the guy took the order was advising us what to order and pushing us a bit even though we never asked him for his valuable advice. Hence 3*.,3,,210,Positive
"I love this place. The Korean charbroiled chicken is to die for. I have been here a lot of times and I have never been disappointed until the last time. I was served cold food, even the mushroom soup was barely warm. And something is wrong with your mashed potato, it is usually so yummy (in Gulshan branch) but in my last two visits in dhanmondi branch I was disappointed with it too (may be the chef here is not getting the recipe right) Anyway, I really hope you guys were just having a bad day, but please make sure this doesn't happen again...COLD food is just not acceptable. I look forward to visit you many more times, please don't ruin the place for me. Thank you",5,,672,Positive
Not bad. The chicken was very delicious.,3,,40,Positive
the new luncheon items are delicious and great. love it very much.,5,,66,Positive
I love bbq food nice environment mouth watering food taste,5,,58,Positive
Very much impressing,5,,20,Positive
Classy.....!,5,,12,Positive
"It was grt to visit u tody n m really inpressed!! Awesum test n quality of d food,humble service n nice ambience all togthr...keep it up dis gud work n food quality...",4,,167,Positive
Roga chicken but service was awesome at every level.,4,,52,Positive
"Food quality was good, taste was also very good & unique.",4,,57,Positive
Great decoration but taste of the food was disappointing.. I am dissatisfied with the service..,3,,95,Positive
"First time there today ..loved the decor,ambience . The food tasted great ....would definitely recommend to friends and family",5,,126,Positive
Best fried chicken I've ever tasted..... Mind blowing!!!!!! I just need it regularly ....,5,,89,Positive
Goog....s,4,,9,Positive
Ade (Blue Curacao) and Jamaican Grill !!,3,,40,Positive
Immmm.....yammmaaa... ...i realy very like this.......,3,,54,Positive
I am loving it,5,,14,Positive
Undoubtedly the place for the best chicken recipes in town.,5,,59,Positive
The Gorgonzola Shrimp pizza is to die for! Would go back for it anyday :),5,,73,Positive
Koraaa,5,,6,Positive
Korean charboiled thighs... Best thing in this earth,5,,52,Positive
A great place to enjoy korean as well as jamaican bbq..,5,,55,Positive
bbq my baste Manu,5,,17,Positive
Bd. Food mard,4,,13,Positive
Best food they serve is korean charboiled chicken. Mushroom soup is good. Most of other food are full of tasting salt. Service and Ambience are excellent.,4,,154,Positive
"Great food, but seating arrangement is not up to the mark",4,,57,Positive
"Offer Letter of Website Design and Development Dear Sir/Mam ... Salam and Greetings With much pleasure I do hereby take the opportunity to introduce with our organization Lumextech Solutions Ltd. We are serving with Bangladesh Computer Council (BCC), Comilla University, Victoria University and many other reputed Organizations with a dedicated and skilled team. We offer professional hassle free Software and Web development solution service in a very competitive price providing you an excellent opportunity potentially to increase your Business Needs through our Software. Your satisfaction is guaranteed and we will cater all your business needs, ensuring a pleasant experience for you all the way. Our Web Design and Development team consists of talent skilled people who are capable of designing and developing premium quality websites with rich functionalities. Our website development project ranges from simple html based websites to multifunctional web portals with rich CMS systems. We also develop high quality web based applications. We also develop e-commerce portals and provide e-commerce services. We do Web Design and Development for all kinds of companies and organizations We’re waiting for your reply and sincerely looking forward towards a long term beneficial business relationship. You’re welcome to contact us at your any convenience in any further clarification or let’s fix a meeting to show the Life Work Demo. We have attached our Company profile herewith for your kind information. We wish your continued success. Best Regards S M Zahidul Islam Executive Officer Lumextech Solutions Ltd. 63/3 Lake Circus (Dholphin Goli) Kalabagan , Dhaka Cell: +88 01715 637411 (personal)",5,,1708,Positive
Best teste ever .....��� Good food quality ....,5,,50,Positive
Best taste with best environment. Absolutely premium chicken.,5,,61,Positive
Really Great Test Eat Fresh!!! I just Love bbq. Foods are awesome. I use to go to the place I loved. Wish bbq all the best.... :D,5,,129,Positive
Food is Gooood and get ready to pay little more as well.,4,,56,Positive
Thanks almighty for make me a member of this family! !!!!!!�,5,,62,Positive
great service with great food wow wow wow............................................................................................,5,,133,Positive
"The korean charboiled chicken was really good , i wud recomend it to everyone .",4,,79,Positive
"Quality food with great ambiance, will visit again, thank you.",5,,62,Positive
Awesome and delicious food...good service and a great place for sure! :) Loved the Korean char boiled chicken :D Everything is perfect except the price...its a bit expensive.,5,,174,Positive
loved the hot n spicy chicken fry . nice ambience and hospitality . I will rate this one as on the top restaurants in Dhaka.,5,,124,Positive
Great food. Service could be better. Latin music would be more suitable for playing in the background.,4,,102,Positive
Good step,5,,9,Positive
Brilliant,5,,9,Positive
Loved the charboiled chicken :) Wonderful,5,,41,Positive
"Amazing food, great service !!",5,,30,Positive
Italian food is good in this place.,4,,35,Positive
Food was good bt a bit expensive though ....,4,,44,Positive
Good food & nice environment...:),4,,33,Positive
"So good chicken platters, that i had ever tasted. Yummm! Service can be a little better. Overall nice place to hangout with friend or even family :)",4,,148,Positive
Good food,5,,9,Positive
Good food and a healthy one too,5,,31,Positive
"It is really good place for dinner, Jamaica & Korean chicken both tested well..... Combination Pizza was awesome. Will love to go there again :)",5,,144,Positive
Their food was too good...but they take quite long time to serve those delicious food....Overall its a good place to hangout...,4,,127,Positive
good food n excellent services,5,,30,Positive
Asad,5,,4,Positive
"Great food, great place, good pricing and well mannered employees :)",4,,68,Positive
good food as long as you order the right things.,4,,48,Positive
"Simple words to describe BBQ Bangladesh ""a heritage of fine dining delicacy""",5,,76,Positive
Loved it!,5,,9,Positive
Tasty. The food is really really good. The mashed potatoes they make is extraordinary tho.,5,,90,Positive
tuyet voi,5,,9,Positive
Delicious!,5,,10,Positive
Love Korean chicken,4,,19,Positive
Real value for money deal ! Amazing food !,5,,42,Positive
"Tried their Shrimp Gorgonzola Pizza and Chicken Cream pasta. Perfect. Burgers and Fries on next visit. Hope they make it to my personal ""Top 3 Burgers in Town"" list. (Yes, I'm a Burgerholic)",5,,190,Positive
Absolutely love it! The food are so fresh and tasty! Probably one of the best eat out place in Dhaka at the moment.,5,,115,Positive
স�ন�দর মাজার,5,,32,Positive
Awsum food <3,5,,13,Positive
I m not satisfied with the quantity and the size of the chicken was too small though the taste is praiseworthy...,3,,113,Positive
"Fabulous food. Great service from the Manager too, who came all the way out to my car himself to return something valuable I'd dropped on the floor. Truly grateful to him! But - as n most places in Dhaka - the waiters could learn a bit of service.",4,,247,Positive
This place is a bomb.,5,,21,Positive
Superb,5,,6,Positive
Tonight I had a wonderful dinner with my family at bbq & food is very testy,5,,75,Positive
Great place!,5,,12,Positive
Not Bad ... Very light and good.,4,,32,Positive
Jus cudnt stop myself giving 5 stars Good place. Amazing food :),5,,64,Positive
The food was very good...but I would enjoy my dinner more if the sitting lay-out was more spacious.,4,,99,Positive
"Just came back to visit the country after a year and a half, and had my first restaurant meal here. Happy to say that the quality is as good as it ever was, and my old favorite ""Korean charbroiled chicken"" tasted just like it should. Great experience as always, and will definitely be coming back before I leave again!",5,,318,Positive
Wow Chicken,5,,11,Positive
"super food, great place (y)",5,,27,Positive
Food is awesome,5,,15,Positive
Best!,5,,5,Positive
Very good food.....,4,,19,Positive
I found the food is hygienic and the environment and location is comfortable.,5,,77,Positive
Fatafati. ...awesome .....jossss,5,,32,Positive
F9,5,,2,Positive
yummyyyyyyyy....,5,,16,Positive
Nice foods. ..,5,,14,Positive
Awesome food..some people might complain regarding the price but for me it was abs worth it..Keep up the great work!!,4,,117,Positive
Superb service...,5,,17,Positive
"I go there everyday! Enough said, lol!",5,,38,Positive
"Excellent food. Lousy service. The staff needs better training. They seriously lack coordination. Edit: They've come a long way since their bumpy beginnings. This is now one of my favorite places to eat. The staff are lovely. I do wish you added more variety to your menu though. I've tried everything on the menu a gazillion times already. Not everything on the menu is good (pizza, I'm looking at you). But the ones that are are amazing.",5,,439,Positive
"Great food, good service, cool place....:) Can easily be ranked as one of the bests in BD...:)",5,,94,Positive
Good,3,,4,Positive
Had the original BBQ Chicken and Honey Mustard Salad...Was amazing in taste and the environment is great too...Hats off bbq...,5,,126,Positive
Chicken and salad was awesome !!! Dessert could have been bettter ! But the best thing was they appreciated our feed back on the dessert and instantly did everything to set it rite :) thanks to Brig Gen Manzur Qader uncle (one of the owners) to spend some time with us over a quick chat and patiently listening to our reviews on the food and menu. Definitely trying out the other items soon !!,5,,393,Positive
Best Grilled Chicken Ever :) :) :),4,,34,Positive
Awesome food with awesome service...,5,,36,Positive
Best place,5,,10,Positive
quite good .. superb decoration .. price is a little bit high .. but the food was really so good .. fresh and special to me .. (y),5,,130,Positive
Very Good Food. Value for money.,5,,32,Positive
Do u do home delivery? Whats the number.,3,,40,Positive
BEST FOOD IN BANGLADESH,5,,23,Positive
That was great ...... I love it.......,5,,38,Positive
May be a good place for non-spicy food lovers; will not revisit until they bring some Desi masala flavors.,3,,106,Positive
"Nandos was and always will be better than you, wannabe.",3,,55,Positive
"Nice environment, decoration is good.",,TRUE,37,Positive
I went there many times! 1 word best food with best price. Highly Recommend guys.,,TRUE,81,Positive
Decoration is good enough. Service is also good and so fast. And the special thing is their food quality...very tasty and yummy. Free wifi available here..Excellent behavior and serviceability.,5,,193,Positive
"food is yummi,,,service is too good...",,TRUE,38,Positive
Great food & taste. totally worth spending money. pls do checking. highly Recommend!,5,,84,Positive
yammi food... nice behaviour,,TRUE,28,Positive
It's Awesome � Best coffee 🔥,,TRUE,33,Positive
